movie,year,mins,genres,directors,actors
marcel-the-shell-with-shoes-on-three,2014,4.0,"['comedy', 'animation']",['dean-fleischer-camp'],"['jenny-slate', 'dean-fleischer-camp']"
valiant,2005,76.0,"['family', 'animation', 'adventure', 'comedy', 'war']",['gary-chapman'],"['ewan-mcgregor', 'ricky-gervais', 'tim-curry', 'jim-broadbent', 'hugh-laurie', 'john-cleese', 'john-hurt', 'pip-torrens', 'rik-mayall', 'olivia-williams', 'jonathan-ross', 'brian-lonsdale', 'dan-roberts', 'michael-schlingmann', 'sharon-horgan', 'annette-badland', 'michael-jenn', 'heidi-fecht', 'robert-lence']"
planet-hulk,2010,81.0,"['science-fiction', 'animation', 'fantasy', 'action']",['sam-liu'],"['rick-d-wasserman', 'lisa-ann-beley', 'mark-hildreth-1', 'liam-obrien-2', 'kevin-michael-richardson', 'sam-vincent-4', 'advah-soudack', 'michael-kopsa-1', 'paul-dobson', 'marc-worden', 'lee-tockar', 'russell-roberts', 'donald-adams-3', 'doug-abrahams', 'david-kaye', 'ellen-kennedy', 'campbell-lane', 'chantal-strand']"
star-trek-first-contact,1996,111.0,"['action', 'adventure', 'science-fiction', 'thriller']",['jonathan-frakes'],"['patrick-stewart', 'jonathan-frakes', 'brent-spiner-1', 'levar-burton', 'michael-dorn', 'gates-mcfadden', 'marina-sirtis', 'james-cromwell', 'alfre-woodard', 'alice-krige', 'neal-mcdonough', 'dwight-schultz', 'cameron-oppenheimer', 'robert-picardo', 'adam-scott', 'ray-uhler', 'eric-steinberg', 'joey-anaya', 'don-stark', 'patti-yasutake', 'jack-shearer', 'michael-horton', 'ethan-phillips', 'majel-barrett', 'louis-ortiz-1', 'michael-braveheart', 'sylvester-foster']"
dirty-pretty-things,2002,97.0,"['crime', 'thriller', 'drama']",['stephen-frears'],"['audrey-tautou', 'chiwetel-ejiofor', 'sergi-lopez', 'benedict-wong', 'sophie-okonedo', 'zlatko-buric', 'damon-younger', 'kenan-hudaverdi', 'paul-bhattacharjee', 'darrell-dsilva', 'sotigui-kouyate', 'abi-gouhad', 'adrian-scarborough', 'israel-aduramo', 'deobia-oparei', 'jeffery-kissoon', 'kriss-dosanjh', 'nizwar-karanj', 'yemi-goodman-ajibade', 'jeillo-edwards', 'rita-hamill', 'ron-stenner', 'jemanesh-solomon', 'naomi-simpson-1', 'barber-ali', 'jean-philippe-ecoffey', 'josef-altin', 'fisun-burgess', 'sabina-michael-1', 'michael-mellinger', 'noma-dumezweni-1', 'tony-tang-2']"
the-fits,2015,72.0,['drama'],['anna-rose-holmer'],"['royalty-hightower', 'alexis-neblett', 'makyla-burnam', 'dasean-minor', 'inayah-rodgers', 'antonio-ab-grant-jr', 'lauren-gibson', 'shonte-jackson', 'mangel-moore', 'kaliyah-johnson', 'kaniyah-mack', 'pramize-patterson', 'paradize-patterson', 'nasjahea-e-ferguson', 'malasia-brown', 'miranda-mcgee', 'keisha-kemper', 'lynnette-r-freeman', 'rasheeka-washington', 'deanna-curry', 'sean-harmon-1', 'candace-adorka', 'jeff-houchin', 'zach-moler']"
love-death-robots-life-hutch,2021,13.0,"['fantasy', 'science-fiction', 'animation']",['alex-beaty'],"['michael-b-jordan', 'michelle-bonilla', 'brian-t-delaney']"
bone-tomahawk,2015,133.0,"['drama', 'horror', 'western']",['s-craig-zahler'],"['kurt-russell', 'patrick-wilson', 'richard-jenkins', 'matthew-fox', 'lili-simmons', 'david-arquette', 'fred-melamed', 'evan-jonigkeit', 'sid-haig', 'maestro-harrell', 'james-tolkan', 'kathryn-morris', 'zahn-mcclarnon', 'michael-emery', 'jeremy-tardy', 'michael-pare', 'sean-young', 'jamison-newlander', 'erick-chavarria', 'omar-leyva', 'david-midthunder', 'geno-segers', 'alex-meraz', 'raw-leiba', 'robert-allen-mukes', 'brandon-molale', 'eddie-spears', 'jay-tavare', 'mario-perez-1']"
night-swim-2024,2024,98.0,['horror'],['bryce-mcguire'],"['wyatt-russell', 'kerry-condon', 'amelie-hoeferle', 'gavin-warren', 'nancy-lenehan', 'jodi-long', 'preston-galli', 'aivan-uttapa', 'ellie-araiza', 'eddie-martinez', 'elijah-j-roberts', 'rahnuma-panthaky', 'ben-sinclair', 'ayazhan', 'joziah-lagonoy', 'liz-parkinson', 'mike-avery', 'eleanor-threatt', 'bianca-diezmo', 'paige-van-conant', 'alton-williams-1', 'dave-reaves', 'grey-walker', 'mark-c-healey', 'evan-shafran']"
silent-night-2021,2021,92.0,"['horror', 'comedy', 'science-fiction']",['camille-griffin'],"['keira-knightley', 'matthew-goode', 'roman-griffin-davis', 'annabelle-wallis', 'lily-rose-depp', 'lucy-punch-1', 'sope-dirisu', 'kirby-howell-baptiste', 'rufus-jones', 'davida-mckenzie', 'hardy-griffin-davis', 'gilby-griffin-davis', 'trudie-styler', 'holly-aird', 'dora-davis-1', 'simon-prince', 'kate-prince-2', 'rosamund-mcmanus', 'amy-mcmanus']"
dorian-gray-2009,2009,112.0,"['thriller', 'fantasy', 'drama']",['oliver-parker'],"['ben-barnes', 'colin-firth', 'rebecca-hall', 'emilia-fox', 'ben-chaplin', 'fiona-shaw', 'caroline-goodall-1', 'maryam-dabo', 'douglas-henshall', 'rachel-hurd-wood', 'max-irons', 'john-hollingworth', 'pip-torrens', 'michael-culkin', 'nathan-rosen', 'jeffrey-lipman-snr', 'jo-woodcock', 'louise-rose', 'aewia-huillet', 'hugh-ross', 'david-sterne', 'johnny-harris-1', 'cato-sandford']"
behind-the-mask-the-rise-of-leslie-vernon,2006,92.0,"['comedy', 'thriller', 'horror']",['scott-glosserman'],"['nathan-baesel', 'angela-goethals', 'robert-englund', 'scott-wilson-1', 'zelda-rubinstein', 'bridgett-newton', 'kate-miner', 'ben-pace', 'britain-spellings', 'hart-turner', 'krissy-carlson-1', 'travis-zariwny', 'teo-gomez-1', 'matt-bolt', 'jenafer-brown', 'kane-hodder', 'mia-butler', 'morgan-kitzmiller', 'hannah-rader']"
carls-date,2023,9.0,"['adventure', 'comedy', 'animation', 'family']",['bob-peterson'],"['ed-asner', 'bob-peterson']"
the-human-centipede-3-final-sequence,2015,103.0,['horror'],['tom-six-1'],"['dieter-laser', 'bree-olson-1', 'eric-roberts', 'laurence-r-harvey', 'robert-lasardo', 'tommy-lister-jr', 'jay-tavare', 'clayton-rohner', 'tom-six-1', 'peter-blankenstein', 'bill-hutchens', 'hamzah-saman', 'chris-clanton', 'akihiro-kitamura', 'brian-bell-7']"
the-taste-of-things,2023,135.0,"['romance', 'drama']",['tran-anh-hung'],"['benoit-magimel', 'juliette-binoche', 'patrick-dassumcao', 'emmanuel-salinger', 'jan-hammenecker', 'frederic-fisbach', 'galatea-bellugi', 'pierre-gagnaire', 'bonnie-chagneau-ravoire', 'yannik-landrein', 'sarah-adler', 'jean-marc-roulot', 'mhamed-arezki']"
superman-returns,2006,154.0,"['adventure', 'action', 'science-fiction']",['bryan-singer'],"['brandon-routh', 'kate-bosworth', 'kevin-spacey', 'james-marsden', 'parker-posey', 'frank-langella', 'sam-huntington', 'eva-marie-saint', 'marlon-brando', 'kal-penn', 'tristan-lake-leabu', 'david-fabrizio', 'ian-roberts-4', 'vincent-stone', 'jack-larson-2', 'noel-neill', 'keegan-joyce', 'jordana-beatty', 'rob-flanagan-1', 'stephan-bender', 'peta-wilson', 'jeff-truman', 'barbara-angell', 'ian-bliss', 'ansuya-nathan', 'richard-branson', 'warwick-young', 'bradd-buckley', 'bill-young-1', 'karina-bracken', 'raelee-hill', 'frederique-fouche', 'rebecca-barratt', 'karen-pang', 'jennifer-sciole', 'donald-macdonald-5', 'james-karen', 'robert-meyer-burnett']"
deep-end,1970,92.0,"['drama', 'comedy']",['jerzy-skolimowski-1'],"['jane-asher', 'john-moulder-brown', 'karl-michael-vogler', 'christopher-sandford', 'diana-dors', 'louise-martini', 'erica-beer', 'anita-lochner', 'anne-marie-kuster', 'cheryl-hall-1', 'christine-paul-podlasky', 'dieter-eppler', 'karl-ludwig-lindt', 'eduard-linkers', 'will-danin', 'gerald-rowland', 'burt-kwouk', 'uli-steigberg', 'erika-wackernagel', 'ursula-mellin', 'peter-martin-urtel', 'jon-laurimore', 'jerzy-skolimowski-1', 'ursula-holstein', 'flavia-keyt']"
muscle,1989,58.0,"['horror', 'thriller', 'drama']",['hisayasu-sato-1'],"['takeshi-ito-1', 'simon-kumai', 'kiyomi-ito', 'you-suzuki-1', 'june', 'mabze', 'reiki-koyama', 'makoto-hirose']"
four-christmases,2008,88.0,"['drama', 'romance', 'comedy']",['seth-gordon'],"['vince-vaughn', 'reese-witherspoon', 'robert-duvall', 'sissy-spacek', 'mary-steenburgen', 'jon-voight', 'kristin-chenoweth', 'jon-favreau', 'tim-mcgraw-1', 'katy-mixon', 'jeanette-miller', 'carol-kane', 'colleen-camp', 'jack-donner', 'dwight-yoakam', 'skyler-gisondo', 'steve-wiebe', 'zak-boggan', 'true-bella-pinci', 'patrick-van-horn', 'cedric-yarbrough', 'brian-baumgartner', 'peter-billingsley', 'marissa-tejada-benekos', 'sterling-beaumon', 'ty-brown', 'ryder-bucaro', 'callie-croughwell', 'taylor-geare', 'zachary-gordon', 'reef-graham', 'zai-moore', 'destiny-petty', 'diamond-petty', 'bryce-robinson', 'cort-rogers', 'mackenzie-brooke-smith', 'ava-rose-williams', 'haidyn-winther', 'stephanie-venditto', 'creagen-dow', 'noah-munck', 'matthew-glen-johnson', 'bubba-dean-rambo', 'quinn-vanantwerp', 'alison-martin', 'daniel-hagen', 'vernon-vaughn', 'shea-vaughn', 'ronald-d-brown', 'jimmy-gonzales', 'constance-maris', 'didi-tossapon-banks', 'howard-leese', 'richie-onori', 'stu-simone', 'stuart-smith-2', 'sean-mcnabb', 'laura-johnson', 'haley-hallak', 'joann-fregalette-jansen', 'david-aranovich', 'steve-byrne-1', 'irena-violette', 'collette-wolfe', 'kayla-blake-1', 'lora-mclaughlin']"
dont-breathe-2016,2016,89.0,"['thriller', 'horror']",['fede-alvarez-1'],"['stephen-lang', 'jane-levy', 'dylan-minnette', 'daniel-zovatto', 'emma-bercovici', 'franciska-torocsik', 'christian-zagia', 'katia-bokor', 'sergej-onopko', 'olivia-gillies', 'dayna-clark']"
introduction-2021,2021,66.0,['drama'],['hong-sang-soo'],"['shin-seok-ho', 'park-mi-so', 'kim-young-ho-1', 'ye-ji-won-1', 'ki-joo-bong', 'seo-young-hwa', 'kim-min-hee', 'cho-yun-hee', 'ha-seong-guk']"
big-fish,2003,125.0,"['drama', 'fantasy', 'adventure']",['tim-burton'],"['ewan-mcgregor', 'albert-finney', 'billy-crudup', 'jessica-lange', 'helena-bonham-carter', 'alison-lohman', 'robert-guillaume', 'marion-cotillard', 'matthew-mcgrory', 'david-denman', 'missi-pyle', 'loudon-wainwright-iii', 'ada-tai', 'arlene-tai', 'steve-buscemi', 'danny-devito', 'deep-roy', 'perry-walston', 'hailey-anne-nelson', 'grayson-stone', 'r-keith-harris', 'karla-droege', 'zac-gardner', 'john-lowell', 'darrell-vanterpool', 'miley-cyrus', 'joseph-humphrey', 'morgan-grace-jarrett', 'sallie-hedrick', 'charles-mclawhorn', 'frank-hoyt-taylor', 'savanna-james', 'billy-redden', 'james-deforest-parker', 'russell-hodgkinson', 'don-young', 'jayne-morgan-1', 'david-ramsey-2', 'greg-hohn', 'zach-hanner-1', 'george-mcarthur', 'jeff-campbell', 'lawrence-sykkmon', 'bonnie-johnson', 'howard-houston-jr', 'joanne-pankow', 'trevor-gagnon', 'jacob-radford', 'karlos-walkes', 'cathy-berry', 'john-fugate', 'daniel-wallace', 'metz-duites', 'vincent-j-ybiernas', 'barry-c-harvard', 'edward-aldag', 'michael-garnet-stewart', 'c-alan-rawlins', 'jake-brake', 'bevin-kaye', 'lc-holt', 'will-thomas']"
the-meaning-of-life,2005,12.0,"['animation', 'science-fiction']",['don-hertzfeldt'],"['murwarid-abdiani', 'jaden-alexander']"
love-other-drugs,2010,112.0,"['comedy', 'drama', 'romance']",['edward-zwick'],"['jake-gyllenhaal', 'anne-hathaway', 'oliver-platt', 'hank-azaria', 'josh-gad', 'gabriel-macht', 'judy-greer', 'jill-clayburgh', 'george-segal', 'kate-jennings-grant', 'katheryn-winnick', 'kimberly-scott', 'peter-friedman-2', 'nikki-deloach', 'natalie-gold', 'megan-ferguson', 'michael-benjamin-washington', 'bingo-omalley', 'dorothy-silver', 'lucy-roucis', 'joan-augustin', 'michael-chernus', 'kate-easton', 'michael-buffer', 'maite-schwartz', 'maximilian-osinski', 'ian-harding', 'josh-breslow', 'ian-novick', 'tess-soltau', 'constance-brenneman', 'nicole-thomas', 'jasper-soffer', 'kwame-rakes', 'scott-cohen-1', 'sharon-wilkins', 'brian-hutchison', 'dana-dancho', 'lisa-ann-goldsmith', 'rick-applegate', 'ray-godshall-sr', 'jean-zarzour', 'harry-otoole-1', 'jennifer-delaeo', 'deidre-goodwin', 'geneva-carr', 'vanessa-aspillaga', 'patricia-cray', 'kristin-spatafore', 'larissa-emanuele', 'loretta-higgins', 'kimberly-m-rizzo', 'jason-bernard-3', 'nicole-perrone', 'jo-newman', 'christina-fandino', 'teri-clark', 'kevin-mcclatchy', 'jaimie-alexander', 'diedra-arthur-oree', 'stephanie-bankosh', 'david-barckhoff', 'robert-r-bell', 'aaron-bernard', 'ralph-browning', 'alissa-collins', 'kyle-fields', 'joe-forgione', 'nicole-george-1', 'ryan-goimarac', 'mark-golik', 'john-w-iwanonkiw', 'sharyn-kmieciak', 'wayne-leya', 'david-dale-mccue', 'david-morse-2', 'christian-pearson', 'chris-a-riskus', 'nayli-russo', 'michael-k-sieg', 'morgan-wolk', 'conan-obrien', 'gwyneth-e-larsen', 'brooke-miyasaki', 'jackson-nunn']"
graveyard-shift,1990,89.0,['horror'],['ralph-s-singleton'],"['david-andrews', 'kelly-wolf', 'stephen-macht', 'andrew-divoff', 'vic-polizos', 'brad-dourif', 'robert-alan-beuth', 'ilona-margolis', 'jimmy-woodard', 'jonathan-emerson', 'minor-rootes', 'kelly-l-goodman', 'susan-lowden', 'joe-perham', 'dana-packard', 'skip-wheeler', 'richard-france', 'anne-rooney-1', 'raissa-danilova', 'emmet-kane', 'frank-welker']"
the-expendables,2010,103.0,"['thriller', 'adventure', 'action']",['sylvester-stallone'],"['sylvester-stallone', 'jason-statham', 'jet-li', 'dolph-lundgren', 'eric-roberts', 'randy-couture', 'steve-austin-7', 'david-zayas', 'giselle-itie', 'charisma-carpenter', 'gary-daniels', 'terry-crews', 'mickey-rourke', 'hank-amos', 'amin-joseph', 'grifon-aldren', 'antonio-rodrigo-nogueira', 'antonio-rogerio-nogueira', 'sassa-nacimento', 'r-a-rondell', 'tze-yep', 'precious-jenkins', 'ronn-surels', 'lauren-jones-2', 'prazeres-barbosa', 'jose-vasquez-7', 'daniel-arrias', 'antonio-gullo-1', 'javier-lambert', 'tatsu-carvalho', 'marcio-rosario', 'paulo-bastos', 'john-baran', 'joshua-cardenez', 'rod-carvalho', 'gino-galento', 'gideon-hodge', 'james-landry-hebert', 'topher-jones', 'cody-juneau', 'shadoe-knight', 'everton-lawrence', 'ace-lebleu', 'edgar-leza', 'david-joseph-martinez', 'aaron-saxton', 'bruce-willis', 'arnold-schwarzenegger', 'victor-eli-hugo-1', 'kadrolsha-ona-carole', 'paulo-gustavo', 'ricardo-vargas-3']"
suicide-squad-hell-to-pay,2018,86.0,"['fantasy', 'animation', 'action', 'science-fiction']",['sam-liu'],"['christian-slater', 'tara-strong', 'billy-brown', 'liam-mcintyre', 'vanessa-williams', 'kristin-bauer', 'gideon-emery', 'c-thomas-howell', 'greg-grunberg', 'julie-nathanson', 'dave-fennoy', 'dania-ramirez', 'cissy-jones', 'james-urbaniak', 'jim-pirri', 'natalie-lander', 'trevor-devall', 'david-boat', 'matthew-mercer']"
the-whole-nine-yards,2000,98.0,"['crime', 'comedy']",['jonathan-lynn'],"['matthew-perry', 'bruce-willis', 'natasha-henstridge', 'amanda-peet', 'michael-clarke-duncan', 'rosanna-arquette', 'kevin-pollak', 'harland-williams', 'carmen-ferlan', 'serge-christianssens', 'renee-madeline-le-guerrier', 'jean-guy-bouchard', 'howard-bilerman', 'johnny-goar', 'deano-clavet', 'stephanie-biddle', 'france-arbour', 'sean-devine', 'richard-jutras', 'mark-camacho', 'joanna-noyes', 'john-sanford-moore', 'robert-burns', 'gary-gold', 'geoff-lapp', 'charles-biddle-sr', 'rumer-willis']"
mr-boogedy,1986,44.0,"['drama', 'tv-movie', 'adventure', 'horror']",['oz-scott'],"['richard-masur', 'mimi-kennedy', 'benji-gregory', 'david-faustino', 'kristy-swanson', 'howard-witt', 'john-astin', 'katherine-kelly-lang', 'jamie-mcennan', 'kedric-wolfe']"
hello-cubans,1963,30.0,['documentary'],['agnes-varda'],"['michel-piccoli', 'agnes-varda', 'rosalie-varda', 'fidel-castro', 'alejo-carpentier', 'juan-almeida', 'raul-castro', 'tomas-gutierrez-alea', 'che-guevara', 'benny-more', 'carlos-puebla', 'sara-gomez']"
the-insider,1999,158.0,"['drama', 'thriller']",['michael-mann'],"['al-pacino', 'russell-crowe', 'christopher-plummer', 'diane-venora', 'philip-baker-hall', 'lindsay-crouse', 'debi-mazar', 'stephen-tobolowsky', 'colm-feore', 'bruce-mcgill', 'gina-gershon', 'michael-gambon', 'rip-torn', 'lynne-thigpen', 'hallie-eisenberg', 'michael-paul-chan', 'linda-hart', 'robert-harper', 'nestor-serrano', 'pete-hamill', 'wings-hauser', 'cliff-curtis', 'renee-olstead', 'michael-moore-4', 'gary-sandy', 'willie-c-carpenter', 'paul-butler', 'jack-palladino', 'megan-odebash', 'roger-bart', 'alan-desatti', 'sayed-badreya', 'chris-ufland', 'douglas-mcgrath', 'bill-sage', 'joseph-hindy', 'dennis-garber', 'tim-grimm', 'paul-perri', 'wanda-de-jesus', 'robert-patrick-brink', 'vj-foster', 'james-harper-1', 'eyal-podell', 'breckin-meyer', 'david-roberson', 'gregg-e-muravchick', 'william-p-bradford', 'david-clyde-carr', 'ann-reskin', 'claire-slemmer', 'steve-salge', 'derrick-jones', 'donald-f-burbrink', 'vyto-ruginis', 'george-r-parsons', 'isodine-loury', 'charlene-bosarge', 'saemi-nakamura', 'ronal-g-yokley', 'bob-lazarus', 'robert-j-ragno-jr', 'alvin-l-welch', 'nathan-lewis-hill', 'paula-bisbikos', 'christi-evans', 'knox-white', 'amy-l-caudill', 'cara-briese', 'phil-hawn', 'spencer-kayden', 'zane-lamprey', 'don-langley', 'clyde-lee', 'robert-d-parham', 'roger-phenix', 'scott-ritcher', 'brian-canberg', 'jb-flinn', 'tom-jones-11', 'ted-speaker-1', 'robbie-g-tomlin', 'susan-wagner']"
the-abominable-dr-phibes,1971,94.0,"['comedy', 'horror']",['robert-fuest-1'],"['vincent-price', 'joseph-cotten', 'hugh-griffith', 'terry-thomas', 'virginia-north', 'peter-jeffrey', 'derek-godfrey', 'norman-jones', 'john-cater', 'aubrey-woods', 'john-laurie', 'maurice-kaufmann', 'barbara-keogh', 'sean-bury', 'susan-travers', 'david-hutcheson', 'edward-burnham', 'alex-scott', 'peter-gilmore', 'alan-zipson', 'dallas-adams', 'james-grout', 'alister-williamson', 'thomas-heathcote', 'ian-marter', 'charles-farrell', 'john-franklyn', 'walter-horsbrugh', 'julian-grant-2', 'paul-frees', 'juba-kennerley', 'caroline-munro', 'ron-gregory-1', 'george-hilsdon', 'julie-mendez', 'guy-standeven', 'john-tatham', 'tommy-windward']"
the-gunman-2015,2015,115.0,"['action', 'drama', 'crime']",['pierre-morel'],"['sean-penn', 'jasmine-trinca', 'javier-bardem', 'ray-winstone', 'mark-rylance', 'idris-elba', 'peter-franzen', 'mark-billingham-2', 'daniel-adegboyega', 'ade-oyefeso', 'sarah-moyle', 'rachel-lascar', 'mark-schardan', 'carla-perez', 'prasanna-puwanarajah', 'annick-weerts', 'dacio-caballero', 'cuco-usin', 'oscar-foronda', 'angela-fuente', 'melina-matthews', 'david-blakeley', 'miquel-angel-ripeu', 'txiki-blasi', 'alito-rodgers', 'san-yelamos', 'ancuta-breaban', 'juan-carlos-ramil']"
tenet,2020,150.0,"['science-fiction', 'action', 'thriller']",['christopher-nolan'],"['john-david-washington', 'robert-pattinson', 'elizabeth-debicki', 'kenneth-branagh', 'dimple-kapadia', 'michael-caine', 'martin-donovan-4', 'fiona-dourif', 'yuri-kolokolnikov', 'himesh-patel', 'clemence-poesy-1', 'aaron-taylor-johnson', 'laurie-shepherd', 'anthony-molinari', 'juhan-ulfsak', 'jefferson-hall', 'ivo-uukkivi', 'andrew-howard', 'rich-ceraulo-ko', 'jonathan-camp', 'wes-chatham', 'sander-rebane', 'josh-stewart-1', 'denzil-smith', 'jeremy-theobald', 'tom-nolan-4', 'marcel-sabat', 'julia-maria-arnolds', 'jack-cutmore-scott', 'adam-cropper', 'tony-christian-1', 'jan-uuspold', 'kaspar-velberg', 'sergo-vares', 'rain-tolk', 'henrik-kalmet', 'sean-avery', 'john-douglas-6', 'seb-carrington', 'matthew-marsden', 'mark-krenik', 'kenneth-wolf-andersen-haugen', 'marek-angelstok', 'klaus-peeter-ruutli', 'daniel-olesk', 'ingrid-margus', 'carina-velva', 'glenn-lawrence-1', 'katie-mccabe', 'ronald-pelin', 'schezaad-ausman', 'anterro-ahonen', 'aleksei-podlesnov', 'trent-buxton', 'jess-weber', 'martin-tonumaa', 'lisa-marie-3', 'loora-eliise-kaarelson', 'andres-oja', 'anton-klink', 'viktoria-jelizarova']"
life-size,2000,85.0,"['comedy', 'fantasy', 'family', 'tv-movie']",['mark-rosman'],"['lindsay-lohan', 'tyra-banks', 'jere-burns', 'anne-marie-deluise', 'garwin-sanford', 'tom-butler', 'jillian-fargey', 'katelyn-wallace', 'shaina-tianne-unger', 'stephanie-moore-2']"
paranoia-agent,2004,311.0,"['mystery', 'animation']","['takayuki-hirao', 'takuji-endo-2']","['mamiko-noto', 'daisuke-sakaguchi', 'haruko-momoi-1', 'shozo-iizuka', 'toshihiko-seki', 'hisako-kyoda', 'ryuji-saikachi', 'kenji-utsumi', 'mayumi-yamaguchi', 'makoto-tsumura', 'kotono-mitsuishi', 'toshihiko-nakajima', 'nana-mizuki', 'mina-tominaga', 'kiyoshi-kawakubo', 'yasunori-matsumoto']"
tremors,1990,96.0,"['horror', 'action', 'science-fiction', 'comedy']",['ron-underwood'],"['kevin-bacon', 'fred-ward', 'finn-carter', 'michael-gross', 'reba-mcentire', 'victor-wong', 'robert-jayne', 'ariana-richards', 'charlotte-stewart', 'tony-genaro', 'richard-marcus', 'bibi-besch', 'conrad-bachmann', 'sunshine-parker', 'michael-dan-wagner', 'john-goodwin', 'john-pappas', 'frank-welker', 'tom-woodruff-jr']"
the-house-of-the-devil,2009,95.0,"['mystery', 'horror']",['ti-west'],"['jocelin-donahue', 'tom-noonan', 'mary-woronov', 'greta-gerwig', 'aj-bowen', 'dee-wallace-1', 'heather-robb', 'darryl-nau', 'brenda-cooney', 'ti-west', 'john-speredakos', 'lena-dunham', 'danielle-noe', 'mary-b-mccann', 'graham-reznick', 'archie-van-beuren', 'nicholas-bienstock', 'andrea-verdura', 'kamen-velkovsky', 'william-m-bradley', 'jacob-jaffke']"
paper-towns,2015,109.0,"['drama', 'mystery', 'romance']",['jake-schreier'],"['nat-wolff', 'cara-delevingne', 'austin-abrams', 'justice-smith', 'halston-sage', 'jaz-sinclair', 'cara-buono', 'josiah-cerio', 'hannah-riley-1', 'meg-crosbie', 'griffin-freeman', 'caitlin-carver', 'rj-shearer', 'susan-macke-miller', 'tom-hillmann', 'stevie-ray-dallimore', 'jay-duplass', 'emma-oloughlin', 'kendall-mcintyre', 'yossie-mulyadi', 'drew-matthews', 'marta-martin-5', 'virginia-riggsbee', 'bailey-nemirow', 'christopher-pell', 'jim-r-coleman', 'sophia-grillo', 'rob-c-baldwin', 'ansel-elgort', 'john-green-1', 'lane-lovegrove']"
moebius-2013,2013,89.0,['drama'],['kim-ki-duk-1'],"['cho-jae-hyun', 'lee-na-ra', 'seo-young-joo', 'kim-jae-hong-1', 'kim-min-seok', 'kim-jae-rok-1', 'ri-woo-jin', 'jeong-soo-kyo']"
johnny-mnemonic,1995,97.0,"['action', 'adventure', 'science-fiction']",['robert-longo'],"['keanu-reeves', 'dina-meyer', 'takeshi-kitano', 'ice-t', 'dolph-lundgren', 'denis-akiyama-1', 'henry-rollins', 'barbara-sukowa', 'udo-kier', 'tracy-tweed', 'falconer-abraham', 'don-francks', 'diego-chambers', 'sherry-miller-1', 'arthur-eng', 'von-flores', 'victoria-tengelis', 'warren-sulatycky', 'celina-wu', 'jamie-elman', 'simon-sinn', 'caitlin-carmody', 'erin-carmody', 'douglas-okeeffe', 'marlow-vella', 'howard-szafer', 'paul-brogren', 'arthi-sambasivan', 'michael-a-miranda', 'coyote-shivers', 'lynne-adams', 'michael-shearer', 'susan-tsagkaris', 'chris-comrie', 'gene-mack', 'robin-crosby', 'glenn-bang', 'natalie-gray']"
babyteeth,2019,118.0,"['drama', 'romance', 'comedy']",['shannon-murphy-2'],"['eliza-scanlen', 'toby-wallace', 'essie-davis', 'ben-mendelsohn', 'eugene-gilfedder', 'emily-barclay', 'andrea-demetriades', 'charles-grounds', 'priscilla-doueihy', 'jack-yabsley', 'zack-grech', 'quentin-yung', 'renee-billing', 'georgina-symes', 'jaga-yap', 'michelle-lotters', 'tyrone-mafohla', 'edward-lau', 'sora-wakaki', 'justin-smith', 'arka-das']"
the-reaping,2007,99.0,['horror'],['stephen-hopkins'],"['hilary-swank', 'david-morrissey', 'idris-elba', 'annasophia-robb', 'stephen-rea', 'william-ragsdale', 'john-mcconnell', 'david-jensen', 'yvonne-landry', 'samuel-garland', 'myles-cleveland', 'andrea-frankle', 'mark-lynch', 'stuart-greer', 'lara-grice', 'cody-sanders', 'burgess-jenkins', 'sabrina-a-junius', 'jillian-batherson', 'karen-yum', 'afemo-omilami', 'axel-c-cartagena', 'javier-ortiz-cortes', 'iris-martinez', 'axel-anderson', 'robert-alonzo', 'eddie-j-fernandez', 'abraham-henderson', 'felipe-febres-rivera', 'gregorio-allende', 'sixta-rivera-romero', 'rafael-fuentes-negron', 'michelle-l-clarke', 'sierra-lyn-duncil', 'lisa-marie-dupree', 'carol-dupuy', 'louis-dupuy', 'stephanie-honore-1', 'cody-juneau', 'kevin-lorio', 'ross-rouillier', 'brian-tester', 'kimberly-whitfield', 'ashley-wilkes']"
harry-brown,2009,103.0,"['drama', 'crime', 'thriller', 'action']",['daniel-barber'],"['michael-caine', 'emily-mortimer', 'iain-glen', 'lee-oakes', 'liam-cunningham', 'sean-harris-1', 'charlie-creed-miles', 'david-bradley-1', 'plan-b-1', 'jack-oconnell-1', 'jamie-downey', 'liz-daniels', 'raza-jaffrey', 'joseph-gilgun', 'claire-hackett', 'forbes-kb', 'grace-vallorani', 'marva-alexander', 'orla-orourke', 'marvin-campbell', 'sian-milne', 'radoslaw-kaim', 'klariza-clayton', 'michelle-tate', 'andy-pilgrim', 'mens-sana-tamakloe', 'pete-ford-1', 'amanda-foster', 'roy-taylor', 'chris-pollard', 'ian-van-temperley', 'andy-wareham', 'ian-pead', 'belinda-mcginley']"
